origin,destination,volume,,Origin(total),Volume(total),,x,y
06023,51650,1,,,,,,
06023,51700,17,,,,,,
06023,53009,14,,,,,,
06023,53011,7,,,,,,
06023,53027,38,,,,,,
06023,53033,106,,,,,,
06023,53047,1,,,,,,
06023,53053,90,,,,,,
06023,53061,20,,,,,,
06023,53063,22,,,,,,
06023,53065,4,,,,,,
06023,54083,8,,,,,,
06023,55079,4,,,,,,
06023,56007,4,,,,,,
06023,72127,19,,,,,,
06025,01009,5,,,,,,
06025,01101,12,,,,,,
06025,01117,3,,,,,,
06025,01133,5,,,,,,
06025,02013,22,,,,,,
06025,04005,50,,,,,,
06025,04012,91,,,,,,
06025,04013,172,,,,,,
06025,04015,47,,,,,,
06025,04019,43,,,,,,
06025,04021,24,,,,,,
06025,04027,433,,,,,,
06025,05149,19,,,,,,
06025,06001,192,,,,,,
06025,06005,36,,,,,,
06025,06007,46,,,,,,
06025,06013,24,,,,,,
06025,06015,15,,,,,,
06025,06017,4,,,,,,
06025,06019,602,,,,,,
06025,06023,10,,,,,,
06025,06027,46,,,,,,
06025,06029,"1,045",,,,,,
06025,06031,182,,,,,,
06025,06033,3,,,,,,
06025,06035,173,,,,,,
06025,06037,790,,,,,,
06025,06039,4,,,,,,
06025,06047,106,,,,,,
06025,06049,53,,,,,,
06025,06053,328,,,,,,
06025,06055,1,,,,,,
06025,06059,604,,,,,,
06025,06061,54,,,,,,
06025,06063,1,,,,,,
06025,06065,"1,021",,,,,,
06025,06067,162,,,,,,
06025,06069,55,,,,,,
06025,06071,505,,,,,,
06025,06073,"2,414",,,,,,
06025,06075,8,,,,,,
06025,06077,129,,,,,,
06025,06079,76,,,,,,
06025,06081,14,,,,,,
06025,06083,88,,,,,,
06025,06085,51,,,,,,
06025,06089,34,,,,,,
06025,06091,1,,,,,,
06025,06093,1,,,,,,
06025,06095,49,,,,,,
06025,06097,2,,,,,,
06025,06099,177,,,,,,
06025,06101,3,,,,,,
06025,06107,115,,,,,,
06025,06109,41,,,,,,
06025,06111,2,,,,,,
06025,06113,92,,,,,,
06025,08001,25,,,,,,
06025,08041,33,,,,,,
06025,08123,65,,,,,,
06025,10003,19,,,,,,
06025,12005,12,,,,,,
06025,12033,5,,,,,,
06025,12086,125,,,,,,
06025,13045,23,,,,,,
06025,13067,14,,,,,,
06025,13259,8,,,,,,
06025,13313,41,,,,,,
06025,15001,29,,,,,,
06025,15003,28,,,,,,
06025,15009,2,,,,,,
06025,16001,16,,,,,,
06025,16027,11,,,,,,
06025,16083,27,,,,,,
06025,17043,35,,,,,,
06025,17097,12,,,,,,
06025,18091,1,,,,,,
06025,18141,4,,,,,,
06025,20125,74,,,,,,
06025,20175,89,,,,,,
06025,21111,3,,,,,,
06025,21231,24,,,,,,
06025,22073,2,,,,,,
06025,24037,5,,,,,,
06025,25027,14,,,,,,
06025,27085,32,,,,,,
06025,27123,12,,,,,,
06025,28135,5,,,,,,
06025,30041,13,,,,,,
06025,30047,3,,,,,,
06025,31109,17,,,,,,
06025,31111,40,,,,,,
06025,32003,74,,,,,,
06025,32031,112,,,,,,
06025,36059,4,,,,,,
06025,37051,10,,,,,,
06025,37119,48,,,,,,
06025,38017,18,,,,,,
06025,38097,6,,,,,,
06025,39013,19,,,,,,
06025,40003,10,,,,,,
06025,40015,9,,,,,,
06025,40017,30,,,,,,
06025,40143,9,,,,,,
06025,41005,20,,,,,,
06025,41011,4,,,,,,
06025,41039,9,,,,,,
06025,41041,4,,,,,,
06025,41043,3,,,,,,
06025,41047,1,,,,,,
06025,41051,5,,,,,,
06025,41059,15,,,,,,
06025,41067,28,,,,,,
06025,42013,11,,,,,,
06025,42101,13,,,,,,
06025,45013,4,,,,,,
06025,45063,7,,,,,,
06025,47157,5,,,,,,
06025,48027,13,,,,,,
06025,48029,5,,,,,,
06025,48141,103,,,,,,
06025,48149,6,,,,,,
06025,48181,1,,,,,,
06025,48201,104,,,,,,
06025,48207,6,,,,,,
06025,48217,2,,,,,,
06025,48245,9,,,,,,
06025,48309,37,,,,,,
06025,48341,16,,,,,,
06025,51650,5,,,,,,
06025,51710,14,,,,,,
06025,51810,39,,,,,,
06025,53011,13,,,,,,
06025,53025,27,,,,,,
06025,53029,79,,,,,,
06025,53033,18,,,,,,
06025,53035,66,,,,,,
06025,53057,5,,,,,,
06025,53061,122,,,,,,
06025,53073,29,,,,,,
06025,53077,35,,,,,,
06025,54037,18,,,,,,
06025,55093,9,,,,,,
06027,02130,4,,,,,,
06027,04005,15,,,,,,
06027,04013,4,,,,,,
06027,04015,7,,,,,,
06027,04019,13,,,,,,
06027,06001,31,,,,,,
06027,06009,11,,,,,,
06027,06023,43,,,,,,
06027,06025,46,,,,,,
06027,06029,64,,,,,,
06027,06031,6,,,,,,
06027,06033,461,,,,,,
06027,06037,226,,,,,,
06027,06039,6,,,,,,
06027,06041,3,,,,,,
06027,06043,9,,,,,,
06027,06051,159,,,,,,
06027,06059,80,,,,,,
06027,06061,8,,,,,,
06027,06065,38,,,,,,
06027,06067,95,,,,,,
06027,06071,122,,,,,,
06027,06073,156,,,,,,
06027,06075,3,,,,,,
06027,06079,36,,,,,,
06027,06083,3,,,,,,
06027,06085,68,,,,,,
06027,06087,31,,,,,,
06027,06089,22,,,,,,
06027,06093,17,,,,,,
06027,06095,7,,,,,,
06027,06099,8,,,,,,
06027,06107,1,,,,,,
06027,06109,14,,,,,,
06027,06111,24,,,,,,
06027,08041,46,,,,,,
06027,12017,15,,,,,,
06027,12019,121,,,,,,
06027,12033,10,,,,,,
06027,12057,106,,,,,,
06027,12071,6,,,,,,
06027,15003,43,,,,,,
06027,16027,11,,,,,,
06027,16079,89,,,,,,
06027,20173,4,,,,,,
06027,21035,25,,,,,,
06027,25025,2,,,,,,
06027,26049,2,,,,,,
06027,27145,4,,,,,,
06027,27165,34,,,,,,
06027,28075,3,,,,,,
06027,30067,12,,,,,,
06027,32003,21,,,,,,
06027,32005,4,,,,,,
06027,32023,50,,,,,,
06027,32031,154,,,,,,
06027,32510,43,,,,,,
06027,34033,4,,,,,,
06027,37051,2,,,,,,
06027,41023,1,,,,,,
06027,41029,12,,,,,,
06027,42039,3,,,,,,
06027,42125,8,,,,,,
06027,45045,6,,,,,,
06027,47095,16,,,,,,
06027,47105,38,,,,,,
06027,47149,82,,,,,,
06027,48201,3,,,,,,
06027,48313,4,,,,,,
06027,49005,18,,,,,,
06027,49053,4,,,,,,
06027,51730,23,,,,,,
06027,53009,96,,,,,,
06027,53011,9,,,,,,
06027,53033,7,,,,,,
06027,53067,25,,,,,,
06027,53075,27,,,,,,
06027,56013,3,,,,,,
06027,56033,5,,,,,,
06029,01071,15,,,,,,
06029,01073,90,,,,,,
06029,01079,9,,,,,,
06029,01095,7,,,,,,
06029,01097,116,,,,,,
06029,01101,42,,,,,,
06029,01117,29,,,,,,
06029,01125,81,,,,,,
06029,02016,21,,,,,,
06029,02020,42,,,,,,
06029,02090,106,,,,,,
06029,02110,42,,,,,,
06029,02122,24,,,,,,
06029,02261,5,,,,,,
06029,04001,21,,,,,,
06029,04007,82,,,,,,
06029,04013,"1,481",,,,,,
06029,04015,45,,,,,,
06029,04019,384,,,,,,
06029,04021,313,,,,,,
06029,04023,49,,,,,,
06029,04025,155,,,,,,
06029,04027,592,,,,,,
06029,05007,9,,,,,,
06029,05033,37,,,,,,
06029,05045,14,,,,,,
06029,05047,22,,,,,,
06029,05067,13,,,,,,
06029,05079,10,,,,,,
06029,05117,93,,,,,,
06029,05125,21,,,,,,
06029,05131,135,,,,,,
06029,05143,22,,,,,,
06029,05145,36,,,,,,
06029,06001,274,,,,,,
06029,06005,165,,,,,,
06029,06007,117,,,,,,
06029,06009,15,,,,,,
06029,06011,4,,,,,,
06029,06013,415,,,,,,
06029,06015,559,,,,,,
06029,06017,239,,,,,,
06029,06019,"2,773",,,,,,
06029,06021,18,,,,,,
06029,06023,91,,,,,,
06029,06025,"1,045",,,,,,
06029,06027,64,,,,,,
06029,06031,"2,544",,,,,,
06029,06033,27,,,,,,
06029,06035,"2,044",,,,,,
06029,06037,"13,748",,,,,,
06029,06039,404,,,,,,
06029,06041,136,,,,,,
06029,06043,11,,,,,,
06029,06045,21,,,,,,
06029,06047,439,,,,,,
06029,06049,85,,,,,,
06029,06053,935,,,,,,
06029,06055,13,,,,,,
06029,06057,114,,,,,,
06029,06059,"2,098",,,,,,
06029,06061,346,,,,,,
06029,06063,7,,,,,,
06029,06065,"3,500",,,,,,
06029,06067,983,,,,,,
06029,06069,100,,,,,,
06029,06071,"4,511",,,,,,
06029,06073,"1,770",,,,,,
06029,06075,397,,,,,,
06029,06077,630,,,,,,
06029,06079,"1,091",,,,,,
06029,06081,122,,,,,,
06029,06083,886,,,,,,
06029,06085,507,,,,,,
06029,06087,139,,,,,,
06029,06089,45,,,,,,
06029,06093,2,,,,,,
06029,06095,461,,,,,,
06029,06097,293,,,,,,
06029,06099,359,,,,,,
06029,06101,28,,,,,,
06029,06103,34,,,,,,
06029,06105,9,,,,,,
06029,06107,"1,897",,,,,,
06029,06109,262,,,,,,
06029,06111,"1,998",,,,,,
06029,06113,506,,,,,,
06029,08001,212,,,,,,
06029,08005,62,,,,,,
06029,08013,20,,,,,,
06029,08025,5,,,,,,
06029,08031,69,,,,,,
06029,08041,39,,,,,,
06029,08043,36,,,,,,
06029,08045,18,,,,,,
06029,08059,70,,,,,,
06029,08069,39,,,,,,
06029,08071,26,,,,,,
06029,08077,91,,,,,,
06029,08079,9,,,,,,
06029,08081,9,,,,,,
06029,08085,184,,,,,,
06029,08087,35,,,,,,
06029,09003,9,,,,,,
06029,09007,11,,,,,,
06029,09009,58,,,,,,
06029,10001,19,,,,,,
06029,11001,19,,,,,,
06029,12005,26,,,,,,
06029,12009,62,,,,,,
06029,12033,92,,,,,,
06029,12057,147,,,,,,
06029,12063,8,,,,,,
06029,12069,91,,,,,,
06029,12083,12,,,,,,
06029,12086,8,,,,,,
06029,12087,12,,,,,,
06029,12091,298,,,,,,
06029,12095,50,,,,,,
06029,12101,11,,,,,,
06029,12103,12,,,,,,
06029,12109,103,,,,,,
06029,12113,28,,,,,,
06029,12123,5,,,,,,
06029,13035,8,,,,,,
06029,13067,7,,,,,,
06029,13073,9,,,,,,
06029,13077,10,,,,,,
06029,13089,83,,,,,,
06029,13135,54,,,,,,
06029,13151,47,,,,,,
06029,13215,8,,,,,,
06029,13247,30,,,,,,
06029,13255,26,,,,,,
06029,15001,18,,,,,,
06029,15003,117,,,,,,
06029,15007,34,,,,,,
06029,15009,14,,,,,,
06029,16001,89,,,,,,
06029,16005,36,,,,,,
06029,16017,4,,,,,,
06029,16019,69,,,,,,
06029,16021,252,,,,,,
06029,16025,25,,,,,,
06029,16027,32,,,,,,
06029,16029,5,,,,,,
06029,16035,14,,,,,,
06029,16043,5,,,,,,
06029,16045,45,,,,,,
06029,16055,179,,,,,,
06029,16057,3,,,,,,
06029,16061,6,,,,,,
06029,16065,13,,,,,,
06029,16075,12,,,,,,
06029,16083,83,,,,,,
06029,16087,41,,,,,,
06029,17011,4,,,,,,
06029,17031,28,,,,,,
06029,17037,15,,,,,,
06029,17087,3,,,,,,
06029,17089,49,,,,,,
06029,17097,24,,,,,,
06029,17113,12,,,,,,
06029,17143,10,,,,,,
06029,17167,49,,,,,,
06029,17183,2,,,,,,
06029,17197,61,,,,,,
06029,17201,36,,,,,,
06029,18023,2,,,,,,
06029,18053,7,,,,,,
06029,18091,31,,,,,,
06029,18095,30,,,,,,
06029,18097,5,,,,,,
06029,18109,32,,,,,,
06029,18177,5,,,,,,
06029,19021,3,,,,,,
06029,19037,24,,,,,,
06029,19077,2,,,,,,
06029,19101,44,,,,,,
06029,19103,9,,,,,,
06029,19125,9,,,,,,
06029,19153,52,,,,,,
06029,19161,5,,,,,,
06029,20037,1,,,,,,
06029,20045,4,,,,,,
06029,20081,1,,,,,,
06029,20091,37,,,,,,
06029,20151,8,,,,,,
06029,20173,10,,,,,,
06029,20177,49,,,,,,
06029,21015,75,,,,,,
06029,21047,8,,,,,,
06029,21111,15,,,,,,
06029,21141,43,,,,,,
06029,21205,18,,,,,,
06029,21235,12,,,,,,
06029,22015,14,,,,,,
06029,22089,18,,,,,,
06029,22109,71,,,,,,
06029,22115,56,,,,,,
06029,23019,13,,,,,,
06029,23031,16,,,,,,
06029,24003,52,,,,,,
06029,24005,40,,,,,,
06029,24013,13,,,,,,
06029,24017,11,,,,,,
06029,24031,7,,,,,,
06029,24033,58,,,,,,
06029,24037,94,,,,,,
06029,25017,53,,,,,,
06029,25025,25,,,,,,
06029,25027,7,,,,,,
06029,26021,3,,,,,,
06029,26025,16,,,,,,
06029,26049,10,,,,,,
06029,26065,174,,,,,,
06029,26079,3,,,,,,
06029,26099,14,,,,,,
06029,26123,2,,,,,,
06029,26145,4,,,,,,
06029,26159,30,,,,,,
06029,26163,13,,,,,,
06029,27003,4,,,,,,
06029,27037,4,,,,,,
06029,27053,20,,,,,,
06029,27057,4,,,,,,
06029,27085,10,,,,,,
06029,27123,21,,,,,,
06029,27137,97,,,,,,
06029,27139,19,,,,,,
06029,28087,24,,,,,,
06029,28121,8,,,,,,
06029,28135,254,,,,,,
06029,28141,36,,,,,,
06029,28149,81,,,,,,
06029,28161,7,,,,,,
06029,29013,13,,,,,,
06029,29017,3,,,,,,
06029,29019,6,,,,,,
06029,29029,7,,,,,,
06029,29037,10,,,,,,
06029,29047,63,,,,,,
06029,29065,57,,,,,,
06029,29077,137,,,,,,
06029,29095,29,,,,,,
06029,29099,73,,,,,,
06029,29101,12,,,,,,
06029,29153,38,,,,,,
06029,29161,20,,,,,,
06029,29165,9,,,,,,
06029,29177,3,,,,,,
06029,29183,16,,,,,,
06029,29189,38,,,,,,
06029,29215,3,,,,,,
06029,29510,33,,,,,,
06029,30003,21,,,,,,
06029,30013,4,,,,,,
06029,30031,12,,,,,,
06029,30049,36,,,,,,
06029,30063,4,,,,,,
06029,30081,41,,,,,,
06029,30093,8,,,,,,
06029,31055,86,,,,,,
06029,31073,22,,,,,,
06029,31109,55,,,,,,
06029,31119,27,,,,,,
06029,31153,42,,,,,,
06029,32001,2,,,,,,
06029,32003,"1,188",,,,,,
06029,32005,60,,,,,,
06029,32007,18,,,,,,
06029,32009,4,,,,,,
06029,32019,36,,,,,,
06029,32023,45,,,,,,
06029,32031,278,,,,,,
06029,32510,21,,,,,,
06029,33009,10,,,,,,
06029,33015,15,,,,,,
06029,34005,24,,,,,,
06029,34013,9,,,,,,
06029,34021,7,,,,,,
06029,34023,44,,,,,,
06029,34025,14,,,,,,
06029,34029,23,,,,,,
06029,35001,47,,,,,,
06029,35005,6,,,,,,
06029,35009,27,,,,,,
06029,35013,130,,,,,,
06029,35015,69,,,,,,
06029,35025,70,,,,,,
06029,35029,12,,,,,,
06029,35035,29,,,,,,
06029,35045,2,,,,,,
06029,35055,106,,,,,,
06029,36001,43,,,,,,
06029,36047,34,,,,,,
06029,36055,75,,,,,,
06029,36061,35,,,,,,
06029,36063,12,,,,,,
06029,36065,61,,,,,,
06029,36081,74,,,,,,
06029,36111,5,,,,,,
06029,37025,21,,,,,,
06029,37035,11,,,,,,
06029,37049,11,,,,,,
06029,37063,233,,,,,,
06029,37081,51,,,,,,
06029,37093,74,,,,,,
06029,37119,34,,,,,,
06029,37133,45,,,,,,
06029,37165,15,,,,,,
06029,37183,4,,,,,,
06029,37191,22,,,,,,
06029,38015,10,,,,,,
06029,38017,26,,,,,,
06029,38019,3,,,,,,
06029,38035,41,,,,,,
06029,38053,2,,,,,,
06029,38059,3,,,,,,
06029,38097,2,,,,,,
06029,38101,16,,,,,,
06029,38105,47,,,,,,
06029,39007,20,,,,,,
06029,39017,7,,,,,,
06029,39031,13,,,,,,
06029,39035,7,,,,,,
06029,39049,73,,,,,,
06029,39057,134,,,,,,
06029,39061,252,,,,,,
06029,39087,10,,,,,,
06029,39113,30,,,,,,
06029,39153,37,,,,,,
06029,40005,5,,,,,,
06029,40011,23,,,,,,
06029,40015,15,,,,,,
06029,40017,21,,,,,,
06029,40023,12,,,,,,
06029,40031,18,,,,,,
06029,40037,8,,,,,,
06029,40047,11,,,,,,
06029,40055,8,,,,,,
06029,40061,7,,,,,,
06029,40065,86,,,,,,
06029,40077,5,,,,,,
06029,40079,19,,,,,,
06029,40091,30,,,,,,
06029,40097,1,,,,,,
06029,40099,5,,,,,,
06029,40101,95,,,,,,
06029,40109,133,,,,,,
06029,40111,10,,,,,,
06029,40119,6,,,,,,
06029,40121,34,,,,,,
06029,40123,12,,,,,,
06029,40131,35,,,,,,
06029,40143,54,,,,,,
06029,41005,52,,,,,,
06029,41009,119,,,,,,
06029,41011,24,,,,,,
06029,41013,52,,,,,,
06029,41019,53,,,,,,
06029,41029,31,,,,,,
06029,41033,21,,,,,,
06029,41035,7,,,,,,
06029,41039,70,,,,,,
06029,41041,78,,,,,,
06029,41043,180,,,,,,
06029,41051,131,,,,,,
06029,41059,6,,,,,,
06029,41067,161,,,,,,
06029,41071,14,,,,,,
06029,42005,8,,,,,,
06029,42007,38,,,,,,
06029,42019,6,,,,,,
06029,42027,14,,,,,,
06029,42041,21,,,,,,
06029,42043,1,,,,,,
06029,42045,18,,,,,,
06029,42071,8,,,,,,
06029,42079,12,,,,,,
06029,42099,9,,,,,,
06029,42111,5,,,,,,
06029,42125,41,,,,,,
06029,44005,28,,,,,,
06029,44007,6,,,,,,
06029,45013,63,,,,,,
06029,45015,8,,,,,,
06029,45019,20,,,,,,
06029,45035,15,,,,,,
06029,45079,94,,,,,,
06029,45085,37,,,,,,
06029,46051,1,,,,,,
06029,46053,2,,,,,,
06029,46067,9,,,,,,
06029,46099,94,,,,,,
06029,46102,27,,,,,,
06029,46103,68,,,,,,
06029,46115,16,,,,,,
06029,46135,13,,,,,,
06029,47009,27,,,,,,
06029,47037,27,,,,,,
06029,47093,5,,,,,,
06029,47109,14,,,,,,
06029,47121,5,,,,,,
06029,47123,118,,,,,,
06029,47131,10,,,,,,
06029,47157,106,,,,,,
06029,47161,36,,,,,,
06029,47163,79,,,,,,
06029,48027,151,,,,,,
06029,48029,162,,,,,,
06029,48031,7,,,,,,
06029,48037,10,,,,,,
06029,48041,44,,,,,,
06029,48061,7,,,,,,
06029,48085,194,,,,,,
06029,48099,28,,,,,,
06029,48121,37,,,,,,
06029,48135,193,,,,,,
06029,48141,109,,,,,,
06029,48157,58,,,,,,
06029,48187,119,,,,,,
06029,48201,447,,,,,,
06029,48215,50,,,,,,
06029,48221,51,,,,,,
06029,48231,10,,,,,,
06029,48303,45,,,,,,
06029,48309,7,,,,,,
06029,48315,30,,,,,,
06029,48325,8,,,,,,
06029,48329,245,,,,,,
06029,48355,18,,,,,,
06029,48361,103,,,,,,
06029,48427,13,,,,,,
06029,48439,122,,,,,,
06029,48453,85,,,,,,
06029,48459,9,,,,,,
06029,48485,24,,,,,,
06029,49003,58,,,,,,
06029,49011,107,,,,,,
06029,49021,29,,,,,,
06029,49025,13,,,,,,
06029,49035,201,,,,,,
06029,49049,83,,,,,,
06029,49053,69,,,,,,
06029,49057,29,,,,,,
06029,50007,15,,,,,,
06029,50021,7,,,,,,
06029,51059,81,,,,,,
06029,51071,5,,,,,,
06029,51177,21,,,,,,
06029,51179,37,,,,,,
06029,51550,14,,,,,,
06029,51700,52,,,,,,
06029,51740,22,,,,,,
06029,51810,40,,,,,,
06029,53011,10,,,,,,
06029,53025,15,,,,,,
06029,53029,61,,,,,,
06029,53031,2,,,,,,
06029,53033,415,,,,,,
06029,53037,16,,,,,,
06029,53041,116,,,,,,
06029,53043,1,,,,,,
06029,53045,75,,,,,,
06029,53053,327,,,,,,
06029,53057,15,,,,,,
06029,53061,270,,,,,,
06029,53065,2,,,,,,
06029,53067,35,,,,,,
06029,53073,57,,,,,,
06029,53077,28,,,,,,
06029,54099,16,,,,,,
06029,55003,12,,,,,,
06029,55009,60,,,,,,
06029,55017,4,,,,,,
06029,55021,11,,,,,,
06029,55047,9,,,,,,
06029,55049,3,,,,,,
06029,55079,27,,,,,,
06029,55087,5,,,,,,
06029,55095,34,,,,,,
06029,55115,1,,,,,,
06029,56001,2,,,,,,
06029,56021,24,,,,,,
06029,56025,134,,,,,,
06029,56029,15,,,,,,
06029,72023,67,,,,,,
06029,72063,57,,,,,,
06029,72127,40,,,,,,
06031,01001,9,,,,,,
06031,01033,58,,,,,,
06031,01051,79,,,,,,
06031,01059,7,,,,,,
06031,01073,1,,,,,,
06031,01089,19,,,,,,
06031,01095,31,,,,,,
06031,02050,10,,,,,,
06031,02185,15,,,,,,
06031,04013,120,,,,,,
06031,04019,130,,,,,,
06031,04021,77,,,,,,
06031,04025,24,,,,,,
06031,04027,21,,,,,,
06031,05143,15,,,,,,
06031,06001,193,,,,,,
06031,06005,142,,,,,,
06031,06007,5,,,,,,
06031,06009,5,,,,,,
06031,06011,8,,,,,,
06031,06013,76,,,,,,
06031,06015,121,,,,,,
06031,06017,19,,,,,,
06031,06019,"2,274",,,,,,
06031,06023,22,,,,,,
06031,06025,182,,,,,,
06031,06027,6,,,,,,
06031,06029,"2,544",,,,,,
06031,06035,436,,,,,,
06031,06037,"1,954",,,,,,
06031,06039,581,,,,,,
06031,06041,108,,,,,,
06031,06043,3,,,,,,
06031,06045,1,,,,,,
06031,06047,60,,,,,,
06031,06053,796,,,,,,
06031,06055,26,,,,,,
06031,06057,27,,,,,,
06031,06059,194,,,,,,
06031,06061,17,,,,,,
06031,06065,733,,,,,,
06031,06067,238,,,,,,
06031,06071,576,,,,,,
06031,06073,"1,234",,,,,,
06031,06075,22,,,,,,
06031,06077,331,,,,,,
06031,06079,296,,,,,,
06031,06081,98,,,,,,
06031,06083,86,,,,,,
06031,06085,99,,,,,,
06031,06087,80,,,,,,
06031,06089,53,,,,,,
06031,06093,47,,,,,,
06031,06095,183,,,,,,
06031,06097,176,,,,,,
06031,06099,52,,,,,,
06031,06101,6,,,,,,
06031,06105,5,,,,,,
06031,06107,"1,454",,,,,,
06031,06109,134,,,,,,
06031,06111,175,,,,,,
06031,06113,170,,,,,,
06031,06115,23,,,,,,
06031,08005,91,,,,,,
06031,08041,27,,,,,,
06031,09009,91,,,,,,
06031,11001,110,,,,,,
06031,12019,18,,,,,,
06031,12031,128,,,,,,
06031,12033,88,,,,,,
06031,12086,12,,,,,,
06031,12087,101,,,,,,
06031,12091,102,,,,,,
06031,12095,24,,,,,,
06031,12103,35,,,,,,
06031,13121,30,,,,,,
06031,15003,140,,,,,,
06031,16001,65,,,,,,
06031,17011,55,,,,,,
06031,17041,7,,,,,,
06031,17099,10,,,,,,
06031,17179,45,,,,,,
06031,18091,7,,,,,,
06031,18163,25,,,,,,
06031,20081,13,,,,,,
06031,21073,35,,,,,,
06031,22019,27,,,,,,
06031,22027,15,,,,,,
06031,24003,141,,,,,,
06031,24005,7,,,,,,
06031,24013,61,,,,,,
06031,24031,10,,,,,,
06031,24037,192,,,,,,
06031,24510,7,,,,,,
06031,25003,8,,,,,,
06031,28047,4,,,,,,
06031,28075,88,,,,,,
06031,28135,9,,,,,,
06031,29077,83,,,,,,
06031,29189,45,,,,,,
06031,31173,45,,,,,,
06031,32001,133,,,,,,
06031,32003,107,,,,,,
06031,32005,56,,,,,,
06031,32031,13,,,,,,
06031,33005,4,,,,,,
06031,34005,48,,,,,,
06031,34007,72,,,,,,
06031,36005,44,,,,,,
06031,36045,47,,,,,,
06031,36059,1,,,,,,
06031,36065,17,,,,,,
06031,36101,16,,,,,,
06031,36109,17,,,,,,
06031,37063,20,,,,,,
06031,37119,21,,,,,,
06031,37133,31,,,,,,
06031,37159,25,,,,,,
06031,38015,62,,,,,,
06031,39015,3,,,,,,
06031,39017,5,,,,,,
06031,39045,27,,,,,,
06031,39153,4,,,,,,
06031,40009,13,,,,,,
06031,40031,28,,,,,,
06031,40101,10,,,,,,
06031,40109,55,,,,,,
06031,40143,32,,,,,,
06031,41011,6,,,,,,
06031,41029,55,,,,,,
06031,41039,59,,,,,,
06031,41043,6,,,,,,
06031,41051,20,,,,,,
06031,42027,16,,,,,,
06031,42031,1,,,,,,
06031,44005,32,,,,,,
06031,45015,99,,,,,,
06031,45019,32,,,,,,
06031,45091,32,,,,,,
06031,47041,28,,,,,,
06031,47125,17,,,,,,
06031,47157,54,,,,,,
06031,48027,90,,,,,,
06031,48029,25,,,,,,
06031,48113,5,,,,,,
06031,48135,14,,,,,,
06031,48149,11,,,,,,
06031,48201,98,,,,,,
06031,48215,11,,,,,,
06031,48273,135,,,,,,
06031,48439,155,,,,,,
06031,48441,30,,,,,,
06031,48473,7,,,,,,
06031,48485,24,,,,,,
06031,49035,173,,,,,,
06031,49049,15,,,,,,
06031,51013,53,,,,,,
06031,51033,64,,,,,,
06031,51059,95,,,,,,
06031,51550,16,,,,,,
06031,51650,165,,,,,,
06031,51710,161,,,,,,
06031,51800,137,,,,,,
06031,51810,369,,,,,,
06031,53011,25,,,,,,
06031,53027,60,,,,,,
06031,53029,46,,,,,,
06031,53033,11,,,,,,
06031,53035,163,,,,,,
06031,53047,7,,,,,,
06031,53053,15,,,,,,
06031,53057,12,,,,,,
06031,53061,244,,,,,,
06031,53067,26,,,,,,
06031,53073,23,,,,,,
06031,54049,9,,,,,,
06031,55079,51,,,,,,
06033,02130,96,,,,,,
06033,02261,7,,,,,,
06033,04013,47,,,,,,
06033,04015,3,,,,,,
06033,04019,14,,,,,,
06033,04021,110,,,,,,
06033,04027,18,,,,,,
06033,06001,403,,,,,,
06033,06005,8,,,,,,
06033,06007,64,,,,,,
06033,06011,75,,,,,,
06033,06013,21,,,,,,
06033,06015,48,,,,,,
06033,06017,42,,,,,,
06033,06019,5,,,,,,
06033,06021,91,,,,,,
06033,06023,397,,,,,,
06033,06025,3,,,,,,
06033,06027,461,,,,,,
06033,06029,27,,,,,,
06033,06035,108,,,,,,
06033,06037,44,,,,,,
06033,06041,302,,,,,,
06033,06043,13,,,,,,
06033,06045,656,,,,,,
06033,06047,151,,,,,,
06033,06049,116,,,,,,
06033,06051,7,,,,,,
06033,06053,115,,,,,,
06033,06055,373,,,,,,
06033,06057,6,,,,,,
06033,06059,31,,,,,,
06033,06061,35,,,,,,
06033,06065,37,,,,,,
06033,06067,619,,,,,,
06033,06071,17,,,,,,
06033,06073,132,,,,,,
06033,06075,24,,,,,,
06033,06077,127,,,,,,
06033,06079,43,,,,,,
06033,06081,96,,,,,,
06033,06083,45,,,,,,
06033,06085,187,,,,,,
06033,06087,17,,,,,,
06033,06089,156,,,,,,
06033,06093,10,,,,,,
06033,06095,290,,,,,,
06033,06097,"1,521",,,,,,
06033,06099,22,,,,,,
06033,06103,63,,,,,,
06033,06105,9,,,,,,
06033,06109,17,,,,,,
06033,06111,35,,,,,,
06033,06113,58,,,,,,
06033,06115,5,,,,,,
06033,08005,34,,,,,,
06033,09009,6,,,,,,
06033,12015,63,,,,,,
06033,12083,281,,,,,,
06033,15001,54,,,,,,
06033,15009,2,,,,,,
06033,16005,39,,,,,,
06033,16055,18,,,,,,
06033,16057,61,,,,,,
06033,16061,8,,,,,,
06033,16087,29,,,,,,
06033,18141,42,,,,,,
06033,18145,28,,,,,,
06033,19107,19,,,,,,
06033,22017,36,,,,,,
06033,26049,14,,,,,,
06033,26075,9,,,,,,
06033,26077,8,,,,,,
06033,27137,27,,,,,,
06033,30009,6,,,,,,
06033,30013,5,,,,,,
06033,30049,7,,,,,,
06033,30057,4,,,,,,
06033,31055,21,,,,,,
06033,32003,84,,,,,,
06033,32023,8,,,,,,
06033,32031,126,,,,,,
06033,32510,19,,,,,,
06033,35049,7,,,,,,
06033,36059,9,,,,,,
06033,36111,24,,,,,,
06033,37091,1,,,,,,
06033,38105,106,,,,,,
06033,39153,6,,,,,,
